#{"t_start": 1723435951.727757, "env_id": "bipedal-v0"}
r,l,t
-28.750456,31,10.646209
-26.483907,47,21.233889
-18.501636,59,33.937432
-24.457385,25,40.744951
-16.759899,54,50.213962
-17.690605,55,60.020346
-8.296262,62,71.890423
-22.724587,41,80.635624
45.617415,75,95.784318
-4.965474,77,112.089815
-23.698479,47,122.507183
-19.676348,45,131.86681
-12.629766,46,141.335217
-21.902937,45,148.580272
-21.143297,46,158.121355
-16.198984,54,168.953861
-11.080984,66,180.803305
61.621589,46,189.074089
-22.991735,38,197.019392
-14.834291,44,206.749623
61.925889,135,231.362111
-16.219152,57,243.358585
-21.542131,50,252.259486
-14.632347,42,261.099583
-15.933447,50,269.80358
-16.425502,49,280.697253
-27.271785,50,290.016438
50.485156,44,297.695828
-11.657355,57,308.021509
-18.993769,48,318.585139
-10.692846,54,328.161842
-7.156787,45,335.926081
56.922014,134,361.166546
-16.16366,42,369.115157
-19.504652,59,379.26426
-13.177695,44,388.592161
67.917385,84,403.391878
44.405999,81,419.045511
76.876944,98,436.9869
-15.156681,47,444.723761
56.968308,123,465.569524
-16.011733,51,475.341933
-12.228939,56,483.728002
-7.228886,56,493.886309
-24.43255,32,501.590495
-1.490315,75,514.994266
-19.195956,39,522.364495
78.332179,96,538.376363
7.134979,74,550.213198
-22.832781,34,556.26317
-12.355841,43,564.220335
-23.871544,61,575.386194
-14.356625,66,585.864576
66.991567,88,599.190476
-7.054313,60,610.618387
-2.690477,59,620.765883
64.661322,80,634.977789
-8.663541,53,642.171268
2.969565,58,652.425259
75.42252,61,660.687297
-12.999133,48,669.022574
-7.96583,56,680.014045
81.338954,124,698.849712
-9.45333,43,706.414384
-8.148024,53,712.59561
4.834824,87,720.888302
-7.975173,25,725.124439
-2.812143,63,735.487187
-1.998115,50,743.705873
-1.047363,80,757.189293
95.420396,86,771.261531
125.93356,222,800.419501
107.378809,227,830.088061
84.306296,87,843.333319
83.409683,69,853.902416
80.712189,88,867.093811
95.045658,117,887.637328
2.053219,93,899.419248
101.714005,156,922.930477
16.544143,66,932.956535
92.725977,118,949.261576
77.66919,59,958.570465
94.737074,75,967.679453
-9.588272,50,975.460281
83.33696,70,986.860487
91.419736,86,999.491352
77.018242,65,1010.735185
72.958024,57,1017.717346
-5.953439,52,1025.511721
-5.059522,59,1035.887305
83.981964,74,1045.613276
93.572318,93,1058.82216
96.564144,81,1069.592197
-8.664608,80,1081.273318
5.810622,101,1094.223597
96.543504,72,1106.056867
7.535898,61,1117.536783
109.62005,132,1133.720267
92.90437,63,1143.226455
87.828575,89,1154.664011
93.723298,121,1172.475419
76.587868,69,1180.951601
97.211776,110,1197.504545
82.387575,81,1208.117246
85.997207,73,1221.77369
-7.284492,48,1227.769747
100.576856,64,1237.727302
91.924195,75,1249.179459
104.770607,122,1268.297064
90.06493,59,1277.074543
-0.303679,57,1285.751504
2.248992,59,1295.097305
-14.787469,37,1299.716898
104.527784,93,1315.796479
10.13213,67,1325.726769
51.264923,66,1336.359969
1.796723,63,1347.417312
60.538408,74,1358.81015
92.878067,71,1369.54616
85.629141,78,1378.309497
100.770012,95,1392.249521
90.937712,82,1406.179442
128.92448,117,1424.080582
103.412145,82,1435.752262
84.401755,53,1444.887889
13.810971,52,1452.734553
91.137145,67,1461.129502
105.224635,109,1476.140416
7.636741,57,1487.114473
96.576235,86,1500.817621
90.001006,72,1510.515946
94.135717,76,1522.14949
