#{"t_start": 1719514932.692364, "env_id": "None"}
r,l,t
37.10313,34,817.648679
42.823954,99,819.279262
75.418219,144,821.530548
59.351179,46,822.228774
82.138216,65,823.317666
37.852471,35,823.800155
40.856446,103,825.273024
52.314297,93,826.545305
83.176919,156,828.721648
119.464838,204,831.923705
35.725192,31,832.443506
90.794434,160,835.054936
57.835375,64,836.1688
38.980164,34,836.797967
26.366137,54,837.768306
60.931968,122,839.726398
99.559584,194,842.410746
53.513428,102,843.830298
35.042318,63,844.736138
43.209377,35,845.210603
37.331018,32,845.650465
52.245471,74,846.795694
65.980356,119,848.834322
60.144188,68,849.795716
71.803782,92,851.000899
65.149355,122,852.668543
17.623484,73,853.695344
81.948961,160,855.792718
51.667641,57,856.554503
11.786563,34,857.028963
30.67012,35,857.501039
27.274987,53,858.251019
39.71314,34,858.708999
70.507514,112,860.244061
43.327089,96,861.709118
55.259587,90,863.090835
38.587163,36,863.633584
72.045827,123,865.427779
65.960436,70,866.555967
32.792809,31,866.991335
33.615087,32,867.475669
51.552441,90,868.81378
15.901796,89,869.919673
65.680352,53,870.586232
78.701416,104,872.068695
33.601925,33,872.549122
39.412969,35,873.081676
13.816364,56,873.864025
48.706586,84,875.108544
62.146112,73,876.104491
33.86139,36,876.62531
57.796118,121,878.399629
102.303686,131,880.31541
146.245082,320,884.933388
54.257981,84,886.120487
69.514449,108,887.644555
59.087174,54,888.444697
62.80482,165,890.786507
47.074264,53,891.527647
16.951776,63,892.429672
58.755475,184,895.342621
48.185477,39,895.856997
38.213112,30,896.370964
44.51934,57,897.346985
68.808648,123,899.233392
40.344787,40,899.92329
12.354755,33,900.452998
86.931167,204,903.141857
92.548409,239,906.261696
45.068842,36,906.723815
70.161226,95,908.056995
36.772652,36,908.523265
42.460402,41,909.071977
45.694133,36,909.548358
10.998882,56,910.439689
28.732903,53,911.216464
73.402445,169,913.658408
46.755366,37,914.175049
40.653207,31,914.711104
75.10645,153,916.854527
62.55052,50,917.527071
51.821119,48,918.174272
83.112271,88,919.367465
36.313197,49,920.014855
63.814272,52,920.714446
54.779154,43,921.285346
52.884171,79,922.386712
54.222965,84,923.742247
9.889255,42,924.52062
74.739805,176,927.29124
62.713207,47,928.117276
125.150461,277,932.507904
63.014885,48,933.167131
100.993111,133,934.921543
20.10671,83,936.089288
69.927475,142,938.217211
57.484991,132,940.380908
50.022704,47,941.116493
13.011037,37,941.70684
31.067281,31,942.220219
45.842514,35,942.758703
16.759231,62,943.687978
44.472309,34,944.102844
37.846087,29,944.485061
85.638327,184,946.881357
65.604302,55,947.565331
41.895482,35,948.004984
42.006329,32,948.418905
41.377365,32,948.824296
41.893069,34,949.26306
45.256718,40,949.795431
30.535295,32,950.215926
39.521996,39,950.735035
34.485541,30,951.133713
78.40229,140,953.081064
59.390315,46,953.755735
67.743959,82,955.0336
46.736797,44,955.700792
66.537522,97,957.12213
29.870479,53,957.871923
38.748659,37,958.322016
21.353354,86,959.412289
51.894193,53,960.082379
29.008439,86,961.173019
51.242341,41,961.700943
39.305049,32,962.104659
79.427297,135,963.818058
50.40095,39,964.373725
88.288708,148,966.470838
77.958134,164,968.972647
35.762906,153,971.38039
26.505196,63,972.352484
14.027575,45,973.026031
81.5074,141,975.143891
38.118718,66,976.074628
49.169176,87,977.299232
39.312761,87,978.5401
76.242013,128,980.390228
59.454103,140,982.446945
34.65222,35,982.940137
30.371497,38,983.524326
33.591622,32,984.02322
34.029222,95,985.581075
48.234381,39,986.176182
43.701392,34,986.688271
37.840245,39,987.309486
71.418528,61,988.310186
41.37986,34,988.838874
69.935644,155,991.002436
48.571987,48,991.73269
44.90369,34,992.202066
39.646327,88,993.351749
58.317971,100,994.671551
47.71039,96,995.931817
45.71587,122,997.519469
70.178738,125,999.145291
53.098661,144,1001.262874
38.29406,32,1001.704636
81.608347,158,1004.191252
51.167567,44,1004.831759
35.337776,55,1005.707652
48.103181,42,1006.266158
54.746647,44,1006.852144
22.725143,74,1007.828154
59.59295,65,1008.687754
55.623579,96,1009.977535
21.173668,63,1010.795957
51.369983,42,1011.355031
34.206312,101,1012.715452
37.754775,47,1013.393123
38.667836,82,1014.756358
31.304739,76,1016.025621
35.368668,36,1016.686992
62.588429,125,1018.748044
59.754666,78,1020.102257
56.331841,114,1021.629459
42.859476,49,1022.245312
12.200485,40,1022.803231
47.494983,42,1023.37852
47.688231,36,1023.872714
34.137876,34,1024.366824
59.691294,104,1025.796169
35.161332,31,1026.215276
25.462707,85,1027.393366
36.047864,54,1028.164214
45.476453,48,1028.954612
72.27222,164,1031.780369
43.661739,41,1032.4929
44.230045,69,1033.594578
40.564187,31,1034.094465
57.235108,68,1035.120934
59.59523,53,1035.966048
34.206256,100,1037.381549
11.410096,26,1037.704191
40.103077,40,1038.225709
80.903136,140,1040.02439
47.222773,35,1040.479278
169.453874,287,1044.194554
36.650358,111,1045.711954
37.255525,30,1046.114091
42.206302,34,1046.569838
130.752288,328,1051.544194
89.102544,241,1054.536823
43.019374,33,1054.926905
69.761181,63,1055.728861
33.310747,100,1056.9895
59.44137,106,1058.374867
45.246042,37,1058.889051
65.754172,98,1060.389988
58.928048,191,1063.309474
39.175402,29,1063.767279
50.639066,47,1064.429451
29.397794,77,1065.63422
36.906936,30,1066.095462
56.258296,45,1066.724688
85.996991,132,1068.553204
112.138356,249,1072.0958
47.749176,38,1072.627745
43.205868,36,1073.12826
52.434209,66,1074.045429
70.564584,53,1074.772138
92.595257,115,1076.597032
51.334445,93,1078.086246
18.71501,119,1079.952849
40.13471,36,1080.490732
49.753989,39,1081.1483
27.18206,74,1082.43418
37.481406,104,1083.930055
42.366442,33,1084.350922
26.96945,61,1085.132659
35.597673,121,1086.732509
91.305565,287,1090.589851
25.89172,67,1091.706315
49.885292,74,1092.855808
46.779908,66,1093.807879
36.271595,31,1094.22494
12.843713,63,1095.266401
91.320707,159,1097.753286
66.353986,205,1100.536876
60.207402,115,1102.087723
40.450685,30,1102.502234
58.824899,70,1103.474457
28.263341,101,1104.870639
28.806569,31,1105.418674
43.137243,32,1105.988654
34.574579,92,1107.580009
65.067631,50,1108.469006
42.937066,33,1109.030189
46.343617,46,1109.794171
36.894194,31,1110.36372
55.705407,54,1111.280066
107.24896,160,1113.898118
50.935084,69,1114.830488
32.048942,31,1115.234033
23.433268,53,1115.919303
34.419974,34,1116.363499
23.497096,35,1116.848914
66.704813,51,1117.566245
37.704312,35,1118.050901
44.585126,33,1118.550396
49.579143,55,1119.315446
40.409356,56,1120.099425
38.31534,30,1120.516056
51.92624,47,1121.214006
35.947277,33,1121.668869
84.001399,88,1123.037438
69.44343,126,1125.114046
61.931576,47,1125.883463
53.987093,135,1128.159976
51.937572,47,1129.009024
62.735472,166,1131.302552
99.542979,213,1134.071306
31.940097,32,1134.469694
50.724132,53,1135.135831
38.901832,31,1135.541475
43.843183,34,1135.986076
41.029577,38,1136.55459
47.291685,89,1137.811363
51.621908,46,1138.535179
42.694059,51,1139.307305
39.174206,32,1139.759763
57.584647,86,1141.145578
39.638824,30,1141.60653
60.352485,111,1143.272715
36.817984,44,1143.866731
54.020267,76,1144.824212
34.949134,30,1145.204314
34.792452,57,1145.913203
19.696506,74,1146.861393
87.60487,204,1149.411432
40.383549,120,1150.977444
30.429814,31,1151.406186
25.867973,53,1152.140378
50.674894,118,1153.836446
43.918974,101,1155.331242
31.571602,60,1156.272317
49.546475,102,1157.712194
34.490014,30,1158.246564
30.232256,109,1159.776698
91.301393,278,1163.765932
23.985431,33,1164.234789
44.985747,82,1165.429018
39.704548,31,1165.873483
49.166126,44,1166.534895
66.707967,65,1167.655383
45.374963,69,1168.826842
54.563796,42,1169.577944
83.654363,187,1172.680544
74.430748,73,1173.860283
88.853171,73,1175.018862
18.611141,88,1176.323813
37.55754,97,1177.579501
38.108438,60,1178.339706
62.263877,128,1179.862781
88.269261,109,1181.269774
25.293412,72,1182.220315
35.338464,27,1182.660941
49.616923,140,1184.7682
65.297905,57,1185.649096
44.766128,37,1186.206539
55.525679,44,1186.805665
60.199445,197,1189.781426
50.137435,136,1191.635567
68.11733,109,1193.076406
72.358733,98,1194.370179
11.901867,39,1194.881859
58.385867,186,1197.405424
68.356567,53,1198.256731
21.919761,89,1199.648979
36.374293,32,1200.19466
33.919972,34,1200.739193
117.399036,258,1205.035188
66.440521,65,1205.993044
66.563716,156,1208.157863
78.133906,153,1210.208105
19.487236,72,1211.162069
15.438519,39,1211.682645
23.781616,88,1212.985853
59.500733,111,1214.612531
47.350831,36,1215.133482
57.903147,54,1215.920068
54.597617,53,1216.635645
43.138938,33,1217.12197
61.712532,46,1217.757513
66.514039,101,1219.318178
58.769682,122,1221.064448
58.860793,49,1221.743023
76.1228,80,1222.847031
56.269089,56,1223.638667
95.262018,264,1227.072384
43.798698,35,1227.538442
68.003958,75,1228.616952
68.698315,134,1230.51941
56.006404,69,1231.457491
55.316898,136,1233.561739
84.748113,91,1234.757737
26.1728,80,1235.69835
42.020403,39,1236.161768
90.639068,123,1237.683912
73.613577,155,1239.608145
63.98742,50,1240.258737
49.688885,37,1240.72415
133.539986,276,1244.386341
49.934829,38,1244.948136
54.221461,40,1245.552284
50.395172,38,1246.103905
10.147172,46,1246.765871
80.208004,236,1250.378566
110.990138,142,1252.450124
10.842198,39,1253.011217
42.003532,33,1253.499679
29.566013,88,1254.739495
39.992273,47,1255.416029
53.031254,40,1256.004566
65.331495,127,1257.930346
50.151811,168,1260.874927
65.324714,86,1262.237956
40.74892,31,1262.754596
27.889505,33,1263.28598
48.902804,37,1263.866684
42.176049,37,1264.428855
59.451488,76,1265.682668
42.654685,106,1267.305835
30.90363,44,1267.937292
135.150304,248,1271.202726
103.2685,209,1273.899034
60.684737,46,1274.499083
37.002384,33,1275.013281
55.030678,73,1276.240502
76.155186,125,1278.294312
47.076354,35,1278.828793
32.947718,41,1279.541959
45.736896,38,1280.20043
90.39779,105,1281.768806
53.111394,41,1282.343221
44.515702,33,1282.791163
55.859157,42,1283.352871
66.008206,140,1285.186491
104.722008,167,1287.407101
189.073987,351,1293.114437
63.383547,57,1294.1721
38.217829,31,1294.745231
65.406541,146,1297.306487
45.593782,35,1297.831416
143.444008,250,1301.281379
81.342248,126,1303.014431
60.767934,122,1304.725336
76.382294,125,1306.52611
41.916897,32,1307.159943
37.494836,40,1307.870645
51.798465,42,1308.560244
65.250338,51,1309.390268
71.049674,163,1311.962546
12.441574,35,1312.511736
67.151129,124,1314.307805
53.174391,51,1315.053468
58.012445,47,1315.693697
50.279895,39,1316.242591
40.217856,34,1316.721148
52.61445,74,1317.755555
43.548018,34,1318.233221
41.857069,32,1318.682481
48.129988,37,1319.174249
43.747263,34,1319.630276
58.370316,191,1322.393238
42.523173,34,1322.877554
79.910879,66,1323.934875
