#{"t_start": 1723435951.2883031, "env_id": "bipedal-v0"}
r,l,t
112.601201,76,6428.602876
113.898999,88,6440.432035
110.574168,85,6451.750751
139.617854,124,6468.904937
97.093071,69,6478.712233
104.951429,73,6487.455632
111.215717,70,6497.785097
118.662129,86,6510.107479
125.733366,88,6521.953849
112.24856,74,6534.5251
108.811298,78,6545.605808
105.773498,70,6554.801288
153.928924,163,6578.129298
105.592895,63,6585.437522
112.165917,87,6598.294739
129.524171,89,6612.822975
128.783221,93,6626.887565
107.948543,86,6635.369987
118.505771,85,6646.575909
126.083736,91,6659.192255
16.617281,53,6667.164712
104.643065,75,6677.51855
108.111352,69,6687.00885
106.248841,90,6698.887924
101.891457,70,6708.604549
115.675456,77,6719.620972
113.709716,71,6731.023633
111.402245,83,6742.098432
95.746346,51,6752.796014
106.3454,75,6762.164154
112.056356,74,6769.264789
118.25905,77,6779.851443
113.290106,72,6790.86836
104.626338,70,6799.933577
128.740683,105,6815.418891
111.736514,80,6827.62233
111.145937,77,6838.657742
96.597356,62,6848.085972
179.170531,223,6873.514001
6.242138,28,6878.126305
111.560883,78,6890.171704
115.032967,105,6903.169063
133.347678,114,6917.199337
158.734678,148,6935.731857
105.646153,70,6945.370337
114.353229,85,6955.616727
124.030451,98,6963.277569
109.079405,80,6973.959425
116.337096,84,6984.621419
299.016327,422,7037.671947
217.054766,258,7068.752788
106.461771,92,7081.208572
145.104947,151,7100.867981
111.449072,84,7111.521569
112.241091,76,7123.01734
111.446806,73,7133.90474
104.384756,79,7142.001878
104.437327,88,7153.247593
109.259405,82,7165.448763
108.230312,74,7175.714425
108.398991,74,7188.281807
110.606328,77,7199.255548
104.586579,69,7209.576532
6.797229,25,7211.954434
110.881328,72,7222.718257
102.831149,73,7232.482271
112.491832,81,7243.50986
110.677842,72,7255.488163
108.225186,72,7266.343026
111.597182,80,7278.086259
103.612981,78,7289.454998
105.385559,68,7299.599779
110.337757,76,7311.613894
104.281427,67,7321.728973
114.269368,76,7332.568772
92.698375,53,7340.114678
101.239301,69,7349.733323
4.058071,29,7354.892346
