#{"t_start": 1723435951.793293, "env_id": "bipedal-v0"}
r,l,t
-25.46722,51,17.26619
-18.319528,55,29.630941
-28.062081,43,38.100464
-17.108182,53,48.56062
-21.89843,60,58.475528
40.414427,99,77.226024
-27.015027,47,86.695778
-20.09868,48,97.890788
-16.892743,51,108.525854
-14.8866,47,118.573888
-19.308931,45,127.532327
-4.791276,107,147.256041
-11.267634,75,161.704759
-19.93327,57,172.690814
-15.085322,60,184.321368
-19.734,48,194.268363
-20.727832,57,207.269869
-22.800146,68,219.45222
47.90227,84,234.657777
-24.143441,53,244.791962
-21.571157,41,253.470114
-21.912284,55,264.71501
-13.569229,50,274.280024
-20.572573,54,285.727437
-13.441206,49,294.63532
-21.894304,43,302.876735
-15.277048,45,310.416967
-7.791873,61,322.02476
-28.799984,37,328.788401
-6.867417,69,340.111894
-12.648713,59,352.226707
-30.392267,45,359.938094
-21.149827,43,368.448783
-15.202657,82,381.630039
-8.54593,48,392.699021
-17.535704,72,407.780235
-14.57176,46,414.889478
-4.571268,71,428.021099
-16.16123,54,437.68718
-20.957089,46,445.384999
-16.693184,44,453.61499
-7.93312,64,464.077931
-14.122175,48,472.591256
-13.955726,64,483.004802
-14.759405,42,492.15275
-16.173969,51,502.045981
60.649377,148,526.201802
-12.007232,44,533.793999
-12.258965,52,543.280349
71.490475,76,556.823105
2.266161,57,566.913068
81.326334,111,586.369803
-12.306926,64,597.927073
-14.479461,44,605.954566
-13.781565,46,611.29639
-8.597076,54,621.302323
-10.639289,75,633.713722
-10.847076,45,640.616708
73.571685,142,663.824949
-9.754149,51,673.412337
-21.565149,45,680.609753
-10.45423,28,685.510636
87.449345,109,702.172303
69.039193,53,710.050357
35.431781,148,725.848763
-13.167475,51,733.576563
0.087874,49,742.422004
82.473486,79,755.298155
72.668349,86,768.781087
-5.793293,78,778.934605
62.345781,35,784.426631
9.16706,71,793.352497
131.940609,268,829.369748
-15.717527,48,834.951754
-14.140873,47,844.068017
66.32885,57,852.450703
6.483532,97,867.704798
-14.069504,51,876.695467
103.355551,151,898.045655
18.378562,120,915.904612
83.838069,95,930.215092
99.314985,109,943.960799
-1.682,56,953.125962
99.232096,111,970.287818
102.280569,99,984.190805
89.986415,69,995.12428
85.431296,73,1006.051715
74.231553,77,1018.312491
9.130455,88,1032.340784
85.183816,114,1049.534569
85.98242,86,1060.90932
97.658343,85,1071.781075
80.083559,66,1082.457813
71.887678,64,1091.960548
9.196702,54,1099.237016
89.708949,88,1113.241957
80.680758,70,1122.272768
80.05423,63,1130.054809
80.751435,73,1139.20811
-9.216144,34,1144.331455
74.339137,72,1155.831757
96.502652,94,1167.616278
87.126185,61,1176.406389
-7.495267,41,1183.394895
101.323372,88,1194.726094
125.213188,131,1214.865364
86.783054,87,1228.340803
90.24955,77,1239.852651
89.991107,83,1251.524249
85.502214,75,1264.125368
53.965954,87,1279.351371
-3.86937,43,1284.798764
-5.442359,35,1289.969827
90.424118,75,1302.09463
82.017522,68,1311.027791
87.260023,81,1324.267771
5.674111,54,1334.007749
88.626108,80,1346.699316
86.292702,51,1355.152425
115.180852,98,1370.131491
93.23809,82,1380.152821
-11.333317,40,1388.377813
95.296776,94,1400.897718
-6.466263,30,1404.716767
12.717368,76,1416.757002
93.035446,79,1427.860691
99.682852,92,1441.53707
-0.967385,28,1447.056075
97.769854,97,1459.717319
106.609075,88,1473.052277
73.202322,65,1483.002861
117.257305,99,1498.829978
86.183735,74,1509.168087
92.268436,79,1521.465037
96.721164,105,1538.499564
91.113637,72,1549.89708
87.806051,67,1561.074815
76.439307,78,1574.906318
5.80693,51,1585.631096
81.762092,77,1598.44785
7.273437,60,1609.445299
78.723603,60,1620.515999
78.555523,61,1632.29826
81.976428,65,1644.360572
-9.51734,48,1651.050436
74.985828,61,1663.293942
101.993679,83,1676.124225
94.369624,66,1687.277075
10.696279,65,1698.399356
85.108648,58,1708.867026
8.36058,69,1719.057731
87.909864,64,1728.340107
85.861837,67,1740.984154
-4.966767,47,1749.569597
89.536369,75,1760.664547
4.838858,56,1767.92238
105.45934,109,1784.488282
84.730321,67,1794.74823
116.272306,101,1808.422917
106.822475,98,1822.159787
95.015426,78,1833.177355
89.653486,71,1843.4361
101.621383,103,1856.432981
89.248324,85,1867.629719
104.700091,85,1877.223563
6.044495,63,1886.801925
24.27222,100,1897.448138
104.517682,97,1908.614453
108.411717,105,1921.576992
121.21503,132,1939.051076
122.452551,154,1955.595826
95.14584,91,1963.589703
94.058023,86,1974.44313
88.671501,75,1981.491903
113.203074,130,1995.642022
164.570243,193,2011.484262
85.652881,80,2021.410126
95.258575,106,2032.44326
138.875559,172,2048.82492
-0.234835,36,2053.169881
66.978488,174,2066.816703
148.749837,355,2096.627936
120.138538,140,2106.495554
35.189279,89,2116.736469
62.027418,185,2130.547642
101.241033,204,2149.959152
106.052423,79,2157.806416
133.172478,147,2174.141838
90.848671,68,2178.783448
42.974331,107,2188.965754
114.367132,84,2196.188609
101.829495,98,2206.62625
51.067778,119,2219.127442
53.964406,125,2234.258888
112.288004,92,2243.448929
108.579864,102,2253.992927
11.133475,65,2260.286935
110.891015,99,2270.240196
92.362923,97,2281.20863
94.962406,80,2291.231418
82.176982,67,2298.652623
95.454952,67,2308.312682
33.404764,143,2321.96496
108.337857,109,2336.187107
95.323765,93,2347.616216
83.478153,74,2356.266038
98.359626,249,2380.352148
111.401531,116,2389.71016
94.736923,237,2406.699542
-6.311813,28,2410.789277
232.052463,372,2442.478429
107.618223,123,2453.073329
120.030591,125,2463.018441
95.813427,80,2468.501307
145.870579,215,2485.441257
100.978423,133,2494.172498
75.812161,194,2510.951071
247.347522,414,2534.523787
123.093095,146,2545.257276
211.373391,310,2564.578448
124.388177,166,2579.825561
198.178462,328,2597.669462
107.688381,104,2608.68445
92.069491,101,2618.761342
13.783308,72,2627.417056
106.310736,101,2638.601179
122.896709,158,2652.703839
105.050231,91,2663.530823
119.968957,108,2673.618754
-6.689154,36,2677.972024
155.886297,179,2695.90108
144.525752,185,2709.904792
105.143415,124,2717.720622
126.753447,146,2733.422048
-3.044501,27,2737.391755
112.051194,110,2749.096451
137.272918,161,2763.526051
119.776351,129,2774.799897
209.620164,298,2799.45676
106.30703,233,2820.875285
118.686528,114,2834.418985
91.960712,267,2859.888017
149.063356,183,2876.518516
113.641972,131,2891.277673
113.917302,123,2905.792134
155.23688,192,2924.88182
109.174186,97,2935.905866
119.85815,141,2954.129376
6.684711,47,2959.862371
12.028798,62,2967.194069
102.821288,97,2977.577361
-3.63606,24,2980.415393
106.095058,119,2994.275881
-11.246575,35,2998.529608
119.857596,111,3009.931183
107.76957,110,3022.838186
111.857998,129,3039.153801
101.0017,90,3048.143312
135.70848,164,3065.262384
-8.427246,40,3069.71313
151.00649,167,3085.506748
39.968642,137,3099.731827
109.223424,119,3114.232882
-7.569896,28,3118.90672
-5.436422,43,3122.833416
125.166946,135,3134.873337
112.613204,114,3142.385081
5.210769,44,3150.270936
118.926043,112,3161.919958
121.097658,107,3172.076606
112.332183,116,3181.998763
47.748925,145,3195.351424
136.0424,149,3207.766223
211.397325,346,3239.275135
221.131868,437,3278.60536
8.261856,65,3283.654662
135.588244,196,3306.946468
149.414349,197,3329.339971
138.708961,161,3347.190972
2.4748,25,3350.502518
143.253501,180,3368.779213
172.708437,287,3395.97314
113.741057,101,3406.037606
112.630176,121,3416.48734
121.324655,109,3422.687812
88.294924,85,3432.285554
109.041971,97,3444.891245
109.970213,108,3458.60748
108.73278,131,3472.295094
99.188907,82,3483.956091
55.081175,140,3498.91798
109.682622,116,3508.7076
105.33006,81,3517.51869
101.23029,84,3528.131519
103.231837,80,3537.468755
125.489319,147,3554.470809
95.426566,86,3564.899719
19.537741,69,3572.357663
92.774972,73,3580.48202
181.355193,253,3608.449621
111.133479,116,3623.418961
138.092319,187,3644.029436
92.800519,70,3654.919473
110.558299,90,3666.774515
111.824428,89,3678.778516
93.898235,100,3688.462623
96.030567,67,3694.232464
2.649991,27,3698.32478
106.739194,84,3710.032914
104.817484,124,3722.207506
113.116107,103,3736.659924
103.26238,97,3748.747028
85.56298,67,3756.747662
124.647515,109,3771.325818
134.885785,121,3788.433889
106.823738,98,3800.604261
4.350189,48,3809.35385
97.368244,74,3815.8834
99.591189,72,3826.85286
113.521699,91,3839.889875
11.083686,44,3847.65826
89.315599,106,3861.68744
101.70288,73,3870.95348
106.983024,80,3879.88799
100.69699,82,3891.52509
102.678156,71,3902.326551
99.72241,76,3913.919099
7.423965,49,3921.781662
109.319739,87,3934.102036
100.425031,76,3944.837159
91.957858,72,3953.626712
101.730277,83,3962.029163
128.257589,115,3979.573618
