#{"t_start": 1723435951.6607566, "env_id": "bipedal-v0"}
r,l,t
-16.240946,85,23.300901
-27.846242,51,33.462873
-16.54924,50,43.773894
-21.768923,46,53.109908
-22.876641,44,62.144436
-14.945771,96,79.473295
-13.642519,45,88.961102
-15.680172,60,102.451428
-16.337682,44,111.369085
-12.179278,50,121.942382
-27.608476,62,134.157587
-18.940937,29,140.177297
-19.902965,50,149.90858
-32.202013,34,156.219169
-15.641957,60,167.250311
-16.83435,60,180.003273
-13.188192,66,191.21759
-23.33771,52,202.557504
-19.383852,49,212.253912
-15.879417,68,223.375527
-20.146806,36,230.824918
-19.357925,52,240.992997
-17.274532,48,250.321239
-14.128712,31,258.267479
-15.51319,66,269.19301
51.760519,120,294.107368
-19.661117,51,304.825397
-13.368768,59,314.571048
-12.34747,65,326.201205
-9.827042,105,345.399119
-25.536215,43,353.100365
-15.747182,50,363.802571
-5.141687,66,373.468945
-25.272275,35,380.802342
-20.823862,45,391.19386
72.517057,115,410.93527
62.36315,59,423.685326
-12.40478,47,432.042495
-0.454378,99,448.247264
78.478104,112,467.626778
-19.463268,26,471.47337
-11.970784,45,479.117597
-11.848208,60,491.594799
-18.090207,60,502.838459
-13.006665,68,514.493641
-8.521322,44,523.108942
-7.090936,87,536.532284
-8.437025,70,548.261244
87.392511,73,561.676467
82.353144,106,581.501874
-12.486233,44,589.024869
-14.141315,49,595.00644
-18.973095,42,601.924887
1.531544,59,613.720439
-5.861161,65,624.612014
-15.684844,53,632.513621
-6.961703,66,642.918639
75.935406,87,656.301362
-4.060939,60,666.266407
-26.247474,36,674.199232
-15.442284,50,681.651966
0.557587,75,693.746548
77.718772,68,704.999242
66.852434,188,727.228217
-1.858186,61,737.526302
-8.888833,61,747.898955
-16.572079,54,754.851908
-7.188005,39,761.761658
-9.658867,60,772.622347
-9.497176,46,777.3833
-8.454698,48,783.822632
90.886496,96,797.488395
59.173636,91,808.228769
-1.206573,79,818.56367
88.358632,143,838.440951
-20.487854,42,846.305236
-8.673005,68,857.328444
62.046114,88,871.074575
75.289808,74,882.433286
97.085406,146,902.355567
-12.660377,49,909.191481
87.767834,84,923.64519
3.235126,56,931.659367
90.583762,105,945.302371
99.846449,159,969.055474
89.218901,79,978.836372
83.227486,90,993.241013
95.755961,90,1010.008165
-0.795385,63,1017.184881
-5.583233,49,1024.870127
5.711485,71,1037.937196
76.67995,70,1047.001256
93.10335,124,1064.693994
102.379697,91,1076.847212
92.962306,82,1088.572921
77.424331,67,1098.088328
-20.728151,36,1103.102655
-5.223257,56,1112.794958
94.098328,88,1125.266828
91.950337,90,1134.924119
83.766521,72,1147.078318
-6.531167,25,1150.100288
96.326548,90,1162.13378
84.557435,73,1173.27755
90.641207,91,1186.443057
91.595904,81,1196.910952
89.108735,95,1212.01038
-0.850348,48,1219.172337
8.124115,66,1230.22838
86.2053,89,1242.100327
86.754479,89,1256.330164
85.028575,74,1267.720301
68.64076,45,1273.090868
-6.878357,43,1280.739312
91.671313,92,1295.769868
-2.219432,47,1304.139547
89.004336,71,1314.366657
85.885223,76,1325.139517
105.958883,93,1339.474889
1.722262,50,1348.426389
4.179705,61,1358.269103
95.714913,81,1371.049654
79.88136,83,1382.841876
97.664695,95,1397.247462
99.261903,89,1409.726763
91.664145,80,1420.758362
98.722752,84,1433.162198
-0.721391,25,1437.324878
101.073722,81,1450.755641
107.626559,82,1462.95051
115.6138,123,1478.9628
101.098086,71,1490.444912
-2.792784,44,1497.07981
90.478562,71,1508.440354
90.316887,95,1524.653968
89.992797,127,1542.960367
4.639684,49,1551.385376
88.197413,64,1561.878111
-5.584872,36,1569.848652
2.459431,54,1578.820326
86.545784,85,1593.619269
73.25257,76,1607.452829
77.777513,64,1619.819524
76.102395,55,1630.229955
64.66865,57,1640.4105
12.508545,65,1650.448478
79.864819,66,1662.862074
3.336129,39,1666.861329
80.151008,61,1677.377567
88.712515,75,1692.198398
79.982413,73,1703.079556
86.044808,61,1714.068778
6.902107,47,1721.369396
66.140124,58,1730.982152
84.967122,64,1742.454033
91.496127,71,1753.380428
6.888036,42,1760.138862
105.671433,98,1775.385203
93.255224,79,1785.973058
90.485682,71,1796.908113
95.983129,97,1810.465461
104.796837,87,1821.66611
105.708285,79,1831.627068
86.023771,73,1844.150734
111.304477,128,1861.148591
77.741555,65,1869.042513
4.434557,44,1873.618337
13.945869,60,1881.395379
112.443102,126,1896.69854
-5.839497,30,1900.906242
99.794946,92,1910.23075
104.685939,88,1921.045913
14.942016,42,1929.80816
84.310504,71,1934.636945
-4.316169,35,1941.19799
-1.693968,30,1944.804096
129.600132,124,1957.172598
111.131123,110,1968.506142
104.067982,93,1978.92851
88.373258,99,1988.910747
146.1893,192,2006.97105
112.985795,102,2017.510489
103.528045,124,2029.158177
167.443992,215,2050.422796
58.580568,188,2066.170112
155.42153,217,2084.281837
41.607472,94,2091.403117
133.019921,153,2104.441252
93.313919,84,2111.200495
81.706193,69,2118.438778
101.973285,116,2126.081267
162.951901,221,2147.70225
108.841524,101,2157.237334
163.509627,437,2199.832363
44.067595,116,2211.856658
39.032816,116,2226.529461
99.84648,248,2251.064453
149.211877,192,2269.755021
97.353922,77,2278.484179
98.93695,85,2288.622983
123.841387,137,2307.503579
-5.779053,36,2311.241016
107.713515,100,2318.417363
101.840858,78,2329.35748
104.930714,78,2340.974103
-10.40808,28,2343.343981
137.796502,179,2363.149164
-7.336015,38,2366.449248
83.431284,140,2379.24996
131.586752,182,2396.439847
106.692957,106,2401.622081
105.489961,86,2409.479544
100.872301,95,2420.626929
134.454499,168,2430.539435
90.615217,77,2438.668303
116.265261,129,2448.81762
139.537459,176,2464.079149
193.695517,297,2487.106841
99.258586,101,2491.578537
11.397713,56,2499.771651
58.580126,140,2508.966754
-1.253473,45,2513.002428
50.298219,136,2519.989041
88.716568,85,2524.01565
125.227891,134,2532.146915
270.6051,475,2563.935851
119.513062,135,2574.937203
-13.383225,32,2578.623401
205.053184,352,2600.946053
117.452954,99,2610.242732
118.347846,122,2624.213629
105.222793,93,2635.18395
83.548373,62,2640.192943
113.500777,96,2648.723632
120.390018,114,2661.283962
110.430471,111,2670.93082
156.497865,217,2694.334846
103.055423,106,2703.423315
126.139336,156,2714.326115
127.698188,137,2727.00934
129.413057,152,2742.217681
124.428812,152,2757.316424
64.096968,171,2773.043585
-14.16191,36,2775.670557
103.183849,105,2783.479954
118.336183,143,2794.462794
121.730342,124,2805.634772
139.983891,135,2818.870461
103.746269,91,2830.657624
232.111838,337,2861.92634
99.159469,89,2868.215829
30.338493,125,2884.455576
112.325823,85,2894.623016
87.099929,234,2916.521434
110.423696,86,2927.76583
113.02101,93,2939.036851
113.772208,100,2951.377419
74.545326,71,2959.38481
110.93926,90,2972.027941
144.999418,170,2988.22235
100.630534,81,2999.306754
119.987129,122,3014.89223
138.356634,162,3029.75194
104.872151,86,3040.95911
105.450789,91,3051.088325
95.058627,71,3056.749252
114.474499,123,3071.353004
124.786377,133,3082.280034
110.053798,85,3092.360115
107.06512,89,3102.55785
26.319909,89,3113.449777
26.555689,82,3122.345859
126.218111,163,3137.336304
142.940555,156,3153.288977
103.188022,101,3164.078847
103.101265,97,3172.855298
132.296546,140,3184.533195
59.640939,182,3200.570929
88.779505,91,3209.132499
95.063085,79,3215.792685
132.890291,126,3226.90264
135.668844,197,3245.520389
104.816302,92,3253.290851
88.022187,57,3258.20858
13.133183,68,3265.609703
83.489408,97,3272.675838
115.904188,127,3284.378303
16.868399,58,3289.458696
107.617417,131,3305.20119
117.986054,98,3315.492077
111.026662,100,3328.827839
143.331504,163,3346.116294
121.159998,208,3368.32864
84.188011,58,3376.568747
83.849731,93,3384.076665
